time,v
5.650000000000000000e+02,-8.748007202148437500e+01
5.660000000000000000e+02,-8.748022460937500000e+01
5.670000000000000000e+02,-8.748036956787109375e+01
5.680000000000000000e+02,-8.748051452636718750e+01
5.690000000000000000e+02,-8.748065948486328125e+01
5.700000000000000000e+02,-8.748079681396484375e+01
5.710000000000000000e+02,-8.748094177246093750e+01
5.720000000000000000e+02,-8.748107910156250000e+01
5.730000000000000000e+02,-8.748122406005859375e+01
5.740000000000000000e+02,-8.748136138916015625e+01
5.750000000000000000e+02,-8.748149871826171875e+01
5.760000000000000000e+02,-8.748163604736328125e+01
5.770000000000000000e+02,-8.745528411865234375e+01
5.780000000000000000e+02,-8.746058654785156250e+01
5.790000000000000000e+02,-8.746490478515625000e+01
5.800000000000000000e+02,-8.746846008300781250e+01
5.810000000000000000e+02,-8.747144317626953125e+01
5.820000000000000000e+02,-8.747373199462890625e+01
5.830000000000000000e+02,-8.747572326660156250e+01
5.840000000000000000e+02,-8.747724914550781250e+01
5.850000000000000000e+02,-8.747877502441406250e+01
5.860000000000000000e+02,-8.747972106933593750e+01
5.870000000000000000e+02,-8.748048400878906250e+01
5.880000000000000000e+02,-8.748124694824218750e+01
5.890000000000000000e+02,-8.748200988769531250e+01
5.900000000000000000e+02,-8.748277282714843750e+01
5.910000000000000000e+02,-8.748348236083984375e+01
5.920000000000000000e+02,-8.748359680175781250e+01
5.930000000000000000e+02,-8.748371124267578125e+01
5.940000000000000000e+02,-8.748382568359375000e+01
5.950000000000000000e+02,-8.748393249511718750e+01
5.960000000000000000e+02,-8.748404693603515625e+01
5.970000000000000000e+02,-8.748415374755859375e+01
5.980000000000000000e+02,-8.748426818847656250e+01
5.990000000000000000e+02,-8.748437500000000000e+01
