time,JNCX
5.710000000000000000e+02,-9.600805118680000305e-03
5.720000000000000000e+02,-9.599329903721809387e-03
5.730000000000000000e+02,-9.597645141184329987e-03
5.740000000000000000e+02,-9.595728479325771332e-03
5.750000000000000000e+02,-9.593577124178409576e-03
5.760000000000000000e+02,-9.591283276677131653e-03
5.770000000000000000e+02,-9.588888846337795258e-03
5.780000000000000000e+02,-9.586410596966743469e-03
5.790000000000000000e+02,-9.583844803273677826e-03
5.800000000000000000e+02,-9.581361897289752960e-03
5.810000000000000000e+02,-9.578700177371501923e-03
5.820000000000000000e+02,-9.576085954904556274e-03
5.830000000000000000e+02,-9.573577903211116791e-03
5.840000000000000000e+02,-9.571081958711147308e-03
5.850000000000000000e+02,-9.568443521857261658e-03
5.860000000000000000e+02,-9.565882384777069092e-03
5.870000000000000000e+02,-9.563328698277473450e-03
5.880000000000000000e+02,-9.560799226164817810e-03
5.890000000000000000e+02,-9.558396413922309875e-03
5.900000000000000000e+02,-9.556007571518421173e-03
5.910000000000000000e+02,-9.553623385727405548e-03
5.920000000000000000e+02,-9.551347233355045319e-03
5.930000000000000000e+02,-9.549123235046863556e-03
5.940000000000000000e+02,-9.546902030706405640e-03
5.950000000000000000e+02,-9.544705972075462341e-03
5.960000000000000000e+02,-9.542630054056644440e-03
5.970000000000000000e+02,-9.540566243231296539e-03
5.980000000000000000e+02,-9.538511745631694794e-03
5.990000000000000000e+02,-9.536490775644779205e-03
6.000000000000000000e+02,-9.534579701721668243e-03
6.010000000000000000e+02,-9.532681666314601898e-03
6.020000000000000000e+02,-9.530783630907535553e-03
6.030000000000000000e+02,-9.528887458145618439e-03
6.040000000000000000e+02,-9.527125395834445953e-03
6.050000000000000000e+02,-9.525313042104244232e-03
6.060000000000000000e+02,-9.523508138954639435e-03
6.070000000000000000e+02,-9.521699510514736176e-03
6.080000000000000000e+02,-9.519947692751884460e-03
6.090000000000000000e+02,-9.518287144601345062e-03
6.100000000000000000e+02,-9.516634978353977203e-03
6.110000000000000000e+02,-9.514983743429183960e-03
6.120000000000000000e+02,-9.513331577181816101e-03
6.130000000000000000e+02,-9.511727839708328247e-03
6.140000000000000000e+02,-9.510219097137451172e-03
6.150000000000000000e+02,-9.508722461760044098e-03
6.160000000000000000e+02,-9.507223963737487793e-03
6.170000000000000000e+02,-9.505731984972953796e-03
6.180000000000000000e+02,-9.504238143563270569e-03
6.190000000000000000e+02,-9.502828121185302734e-03
6.200000000000000000e+02,-9.493947029113769531e-03
6.210000000000000000e+02,-9.493947029113769531e-03
6.220000000000000000e+02,-9.493759833276271820e-03
6.230000000000000000e+02,-9.493501856923103333e-03
6.240000000000000000e+02,-9.493053890764713287e-03
6.250000000000000000e+02,-9.492457844316959381e-03
6.260000000000000000e+02,-9.491804055869579315e-03
6.270000000000000000e+02,-9.490998461842536926e-03
6.280000000000000000e+02,-9.490131400525569916e-03
6.290000000000000000e+02,-9.489265270531177521e-03
6.300000000000000000e+02,-9.488307870924472809e-03
6.310000000000000000e+02,-9.487225674092769623e-03
6.320000000000000000e+02,-9.486149996519088745e-03
6.330000000000000000e+02,-9.485175833106040955e-03
6.340000000000000000e+02,-9.484239853918552399e-03
6.350000000000000000e+02,-9.483312256634235382e-03
6.360000000000000000e+02,-9.482393041253089905e-03
6.370000000000000000e+02,-9.481471031904220581e-03
6.380000000000000000e+02,-9.480549022555351257e-03
6.390000000000000000e+02,-9.479630738496780396e-03
6.400000000000000000e+02,-9.471184574067592621e-03
6.410000000000000000e+02,-9.471655823290348053e-03
6.420000000000000000e+02,-9.471933357417583466e-03
6.430000000000000000e+02,-9.472006931900978088e-03
6.440000000000000000e+02,-9.471898898482322693e-03
6.450000000000000000e+02,-9.471619501709938049e-03
6.460000000000000000e+02,-9.471296332776546478e-03
6.470000000000000000e+02,-9.470775723457336426e-03
6.480000000000000000e+02,-9.470236487686634064e-03
6.490000000000000000e+02,-9.469697251915931702e-03
6.500000000000000000e+02,-9.468981996178627014e-03
6.510000000000000000e+02,-9.468226693570613861e-03
6.520000000000000000e+02,-9.467478841543197632e-03
6.530000000000000000e+02,-9.466816671192646027e-03
6.540000000000000000e+02,-9.466202929615974426e-03
6.550000000000000000e+02,-9.458065964281558990e-03
6.560000000000000000e+02,-9.458767250180244446e-03
6.570000000000000000e+02,-9.459268301725387573e-03
6.580000000000000000e+02,-9.459542110562324524e-03
6.590000000000000000e+02,-9.459596127271652222e-03
6.600000000000000000e+02,-9.459513239562511444e-03
6.610000000000000000e+02,-9.459351189434528351e-03
6.620000000000000000e+02,-9.459014981985092163e-03
6.630000000000000000e+02,-9.458640590310096741e-03
6.640000000000000000e+02,-9.458265267312526703e-03
6.650000000000000000e+02,-9.457712993025779724e-03
6.660000000000000000e+02,-9.457123465836048126e-03
6.670000000000000000e+02,-9.456666186451911926e-03
6.680000000000000000e+02,-9.456212632358074188e-03
6.690000000000000000e+02,-9.455760009586811066e-03
6.700000000000000000e+02,-9.455311112105846405e-03
6.710000000000000000e+02,-9.454866871237754822e-03
6.720000000000000000e+02,-9.454373270273208618e-03
6.730000000000000000e+02,-9.453794918954372406e-03
6.740000000000000000e+02,-9.453216567635536194e-03
6.750000000000000000e+02,-9.452636353671550751e-03
6.760000000000000000e+02,-9.452060796320438385e-03
6.770000000000000000e+02,-9.451482445001602173e-03
6.780000000000000000e+02,-9.450905025005340576e-03
6.790000000000000000e+02,-9.450323879718780518e-03
6.800000000000000000e+02,-9.449749253690242767e-03
6.810000000000000000e+02,-9.449168108403682709e-03
6.820000000000000000e+02,-9.448587894439697266e-03
6.830000000000000000e+02,-9.448006749153137207e-03
6.840000000000000000e+02,-9.447427466511726379e-03
6.850000000000000000e+02,-9.446845389902591705e-03
6.860000000000000000e+02,-9.446272626519203186e-03
6.870000000000000000e+02,-9.445732459425926208e-03
6.880000000000000000e+02,-9.445277974009513855e-03
6.890000000000000000e+02,-9.444830939173698425e-03
6.900000000000000000e+02,-9.444382041692733765e-03
6.910000000000000000e+02,-9.443935006856918335e-03
6.920000000000000000e+02,-9.443496353924274445e-03
6.930000000000000000e+02,-9.443063288927078247e-03
6.940000000000000000e+02,-9.442637674510478973e-03
6.950000000000000000e+02,-9.442208334803581238e-03
6.960000000000000000e+02,-9.434327483177185059e-03
6.970000000000000000e+02,-9.435271844267845154e-03
6.980000000000000000e+02,-9.436020627617835999e-03
6.990000000000000000e+02,-9.436557069420814514e-03
7.000000000000000000e+02,-9.436935186386108398e-03
7.010000000000000000e+02,-9.437101893126964569e-03
7.020000000000000000e+02,-9.437216445803642273e-03
7.030000000000000000e+02,-9.437166154384613037e-03
7.040000000000000000e+02,-9.437110275030136108e-03
7.050000000000000000e+02,-9.436963126063346863e-03
7.060000000000000000e+02,-9.436693973839282990e-03
7.070000000000000000e+02,-9.436425752937793732e-03
7.080000000000000000e+02,-9.436157532036304474e-03
7.090000000000000000e+02,-9.435889311134815216e-03
7.100000000000000000e+02,-9.435621090233325958e-03
7.110000000000000000e+02,-9.435341693460941315e-03
7.120000000000000000e+02,-9.434909559786319733e-03
7.130000000000000000e+02,-9.434475563466548920e-03
7.140000000000000000e+02,-9.434048086404800415e-03
7.150000000000000000e+02,-9.433615021407604218e-03
7.160000000000000000e+02,-9.433181956410408020e-03
7.170000000000000000e+02,-9.432751685380935669e-03
7.180000000000000000e+02,-9.432318620383739471e-03
7.190000000000000000e+02,-9.431944228708744049e-03
7.200000000000000000e+02,-9.431640617549419403e-03
7.210000000000000000e+02,-9.431337937712669373e-03
7.220000000000000000e+02,-9.431033395230770111e-03
7.230000000000000000e+02,-9.430730715394020081e-03
7.240000000000000000e+02,-9.430426172912120819e-03
7.250000000000000000e+02,-9.430125355720520020e-03
7.260000000000000000e+02,-9.429819881916046143e-03
7.270000000000000000e+02,-9.429517202079296112e-03
7.280000000000000000e+02,-9.429221041500568390e-03
7.290000000000000000e+02,-9.428924880921840668e-03
7.300000000000000000e+02,-9.428633376955986023e-03
7.310000000000000000e+02,-9.428348392248153687e-03
7.320000000000000000e+02,-9.428063407540321350e-03
7.330000000000000000e+02,-9.427779354155063629e-03
7.340000000000000000e+02,-9.427494369447231293e-03
7.350000000000000000e+02,-9.427211247384548187e-03
7.360000000000000000e+02,-9.426928125321865082e-03
7.370000000000000000e+02,-9.426639415323734283e-03
7.380000000000000000e+02,-9.426359087228775024e-03
7.390000000000000000e+02,-9.426072239875793457e-03
7.400000000000000000e+02,-9.425787255167961121e-03
7.410000000000000000e+02,-9.425502270460128784e-03
7.420000000000000000e+02,-9.425214491784572601e-03
7.430000000000000000e+02,-9.424929507076740265e-03
7.440000000000000000e+02,-9.424642659723758698e-03
7.450000000000000000e+02,-9.424354881048202515e-03
7.460000000000000000e+02,-9.424070827662944794e-03
7.470000000000000000e+02,-9.423781186342239380e-03
7.480000000000000000e+02,-9.423495270311832428e-03
7.490000000000000000e+02,-9.423203766345977783e-03
7.500000000000000000e+02,-9.422917850315570831e-03
7.510000000000000000e+02,-9.422629140317440033e-03
7.520000000000000000e+02,-9.422343224287033081e-03
7.530000000000000000e+02,-9.422053582966327667e-03
7.540000000000000000e+02,-9.421765804290771484e-03
7.550000000000000000e+02,-9.421476162970066071e-03
7.560000000000000000e+02,-9.421189315617084503e-03
7.570000000000000000e+02,-9.420903399586677551e-03
7.580000000000000000e+02,-9.420612826943397522e-03
7.590000000000000000e+02,-9.420322254300117493e-03
7.600000000000000000e+02,-9.412639774382114410e-03
7.610000000000000000e+02,-9.413845837116241455e-03
7.620000000000000000e+02,-9.414746426045894623e-03
7.630000000000000000e+02,-9.415431879460811615e-03
7.640000000000000000e+02,-9.415955282747745514e-03
7.650000000000000000e+02,-9.416280314326286316e-03
7.660000000000000000e+02,-9.416519664227962494e-03
7.670000000000000000e+02,-9.416629560291767120e-03
7.680000000000000000e+02,-9.416740387678146362e-03
7.690000000000000000e+02,-9.416676126420497894e-03
7.700000000000000000e+02,-9.416573680937290192e-03
7.710000000000000000e+02,-9.416468441486358643e-03
7.720000000000000000e+02,-9.416361339390277863e-03
7.730000000000000000e+02,-9.416254237294197083e-03
7.740000000000000000e+02,-9.416108019649982452e-03
7.750000000000000000e+02,-9.415814653038978577e-03
7.760000000000000000e+02,-9.415523149073123932e-03
7.770000000000000000e+02,-9.415231645107269287e-03
7.780000000000000000e+02,-9.414942935109138489e-03
7.790000000000000000e+02,-9.414649568498134613e-03
7.800000000000000000e+02,-9.414355270564556122e-03
7.810000000000000000e+02,-9.414066560566425323e-03
7.820000000000000000e+02,-9.413773193955421448e-03
7.830000000000000000e+02,-9.413482621312141418e-03
7.840000000000000000e+02,-9.413193911314010620e-03
7.850000000000000000e+02,-9.412896819412708282e-03
7.860000000000000000e+02,-9.412604384124279022e-03
7.870000000000000000e+02,-9.404998272657394409e-03
7.880000000000000000e+02,-9.406232275068759918e-03
7.890000000000000000e+02,-9.407266974449157715e-03
7.900000000000000000e+02,-9.408080019056797028e-03
7.910000000000000000e+02,-9.408705867826938629e-03
7.920000000000000000e+02,-9.409035556018352509e-03
7.930000000000000000e+02,-9.409269317984580994e-03
7.940000000000000000e+02,-9.409381076693534851e-03
7.950000000000000000e+02,-9.409491904079914093e-03
7.960000000000000000e+02,-9.409411810338497162e-03
7.970000000000000000e+02,-9.409305639564990997e-03
7.980000000000000000e+02,-9.409201331436634064e-03
7.990000000000000000e+02,-9.409095160663127899e-03
8.000000000000000000e+02,-9.408989921212196350e-03
8.010000000000000000e+02,-9.408797137439250946e-03
8.020000000000000000e+02,-9.408501908183097839e-03
8.030000000000000000e+02,-9.408204816281795502e-03
8.040000000000000000e+02,-9.407903999090194702e-03
8.050000000000000000e+02,-9.407606907188892365e-03
8.060000000000000000e+02,-9.407312609255313873e-03
8.070000000000000000e+02,-9.407014586031436920e-03
8.080000000000000000e+02,-9.406717494130134583e-03
8.090000000000000000e+02,-9.406423196196556091e-03
8.100000000000000000e+02,-9.406123310327529907e-03
8.110000000000000000e+02,-9.405828081071376801e-03
8.120000000000000000e+02,-9.398270398378372192e-03
8.130000000000000000e+02,-9.392079897224903107e-03
8.140000000000000000e+02,-9.387138299643993378e-03
8.150000000000000000e+02,-9.390595369040966034e-03
8.160000000000000000e+02,-9.385998360812664032e-03
8.170000000000000000e+02,-9.389676153659820557e-03
8.180000000000000000e+02,-9.392683394253253937e-03
8.190000000000000000e+02,-9.395034983754158020e-03
8.200000000000000000e+02,-9.396912530064582825e-03
8.210000000000000000e+02,-9.398392401635646820e-03
8.220000000000000000e+02,-9.399576112627983093e-03
8.230000000000000000e+02,-9.400499984622001648e-03
8.240000000000000000e+02,-9.401204064488410950e-03
8.250000000000000000e+02,-9.401721879839897156e-03
8.260000000000000000e+02,-9.402050636708736420e-03
8.270000000000000000e+02,-9.394872933626174927e-03
8.280000000000000000e+02,-9.396446868777275085e-03
8.290000000000000000e+02,-9.397745132446289062e-03
8.300000000000000000e+02,-9.398765861988067627e-03
8.310000000000000000e+02,-9.399562142789363861e-03
8.320000000000000000e+02,-9.400156326591968536e-03
8.330000000000000000e+02,-9.400485083460807800e-03
8.340000000000000000e+02,-9.400694631040096283e-03
8.350000000000000000e+02,-9.400804527103900909e-03
8.360000000000000000e+02,-9.400907903909683228e-03
8.370000000000000000e+02,-9.400798939168453217e-03
8.380000000000000000e+02,-9.400689043104648590e-03
8.390000000000000000e+02,-9.400581941008567810e-03
8.400000000000000000e+02,-9.400471113622188568e-03
8.410000000000000000e+02,-9.400360286235809326e-03
8.420000000000000000e+02,-9.400101378560066223e-03
8.430000000000000000e+02,-9.399800561368465424e-03
8.440000000000000000e+02,-9.399497881531715393e-03
8.450000000000000000e+02,-9.399195201694965363e-03
8.460000000000000000e+02,-9.398893453180789948e-03
8.470000000000000000e+02,-9.398589842021465302e-03
8.480000000000000000e+02,-9.398289024829864502e-03
8.490000000000000000e+02,-9.397986344993114471e-03
8.500000000000000000e+02,-9.397687390446662903e-03
8.510000000000000000e+02,-9.397380985319614410e-03
8.520000000000000000e+02,-9.397082030773162842e-03
8.530000000000000000e+02,-9.396808221936225891e-03
8.540000000000000000e+02,-9.396583773195743561e-03
8.550000000000000000e+02,-9.396363049745559692e-03
8.560000000000000000e+02,-9.396140463650226593e-03
8.570000000000000000e+02,-9.395919740200042725e-03
8.580000000000000000e+02,-9.395700879395008087e-03
8.590000000000000000e+02,-9.395478293299674988e-03
8.600000000000000000e+02,-9.395257569849491119e-03
8.610000000000000000e+02,-9.395039640367031097e-03
8.620000000000000000e+02,-9.387493133544921875e-03
8.630000000000000000e+02,-9.388734586536884308e-03
8.640000000000000000e+02,-9.389781393110752106e-03
8.650000000000000000e+02,-9.390605613589286804e-03
8.660000000000000000e+02,-9.391251951456069946e-03
8.670000000000000000e+02,-9.391718544065952301e-03
8.680000000000000000e+02,-9.392070583999156952e-03
8.690000000000000000e+02,-9.392320178449153900e-03
8.700000000000000000e+02,-9.392558597028255463e-03
8.710000000000000000e+02,-9.392551146447658539e-03
8.720000000000000000e+02,-9.392446838319301605e-03
8.730000000000000000e+02,-9.392342530190944672e-03
8.740000000000000000e+02,-9.392239153385162354e-03
8.750000000000000000e+02,-9.392131119966506958e-03
8.760000000000000000e+02,-9.391849860548973083e-03
8.770000000000000000e+02,-9.391588158905506134e-03
8.780000000000000000e+02,-9.391367435455322266e-03
8.790000000000000000e+02,-9.391146712005138397e-03
8.800000000000000000e+02,-9.390925988554954529e-03
8.810000000000000000e+02,-9.390705265104770660e-03
8.820000000000000000e+02,-9.390486404299736023e-03
8.830000000000000000e+02,-9.390264749526977539e-03
8.840000000000000000e+02,-9.390044957399368286e-03
8.850000000000000000e+02,-9.389824233949184418e-03
8.860000000000000000e+02,-9.389602579176425934e-03
8.870000000000000000e+02,-9.389383718371391296e-03
8.880000000000000000e+02,-9.389163926243782043e-03
8.890000000000000000e+02,-9.388945065438747406e-03
8.900000000000000000e+02,-9.388723410665988922e-03
8.910000000000000000e+02,-9.388505481183528900e-03
8.920000000000000000e+02,-9.388285689055919647e-03
8.930000000000000000e+02,-9.388066828250885010e-03
8.940000000000000000e+02,-9.387846104800701141e-03
8.950000000000000000e+02,-9.387627243995666504e-03
8.960000000000000000e+02,-9.380095638334751129e-03
8.970000000000000000e+02,-9.373914450407028198e-03
8.980000000000000000e+02,-9.376371279358863831e-03
8.990000000000000000e+02,-9.378348477184772491e-03
9.000000000000000000e+02,-9.379929862916469574e-03
9.010000000000000000e+02,-9.381176903843879700e-03
9.020000000000000000e+02,-9.382166899740695953e-03
9.030000000000000000e+02,-9.382938034832477570e-03
9.040000000000000000e+02,-9.383547119796276093e-03
9.050000000000000000e+02,-9.384023025631904602e-03
9.060000000000000000e+02,-9.384321048855781555e-03
9.070000000000000000e+02,-9.384570643305778503e-03
9.080000000000000000e+02,-9.384620934724807739e-03
9.090000000000000000e+02,-9.384521283209323883e-03
9.100000000000000000e+02,-9.384416043758392334e-03
9.110000000000000000e+02,-9.384308941662311554e-03
9.120000000000000000e+02,-9.384202770888805389e-03
9.130000000000000000e+02,-9.384045377373695374e-03
9.140000000000000000e+02,-9.383736178278923035e-03
9.150000000000000000e+02,-9.383427910506725311e-03
9.160000000000000000e+02,-9.383185766637325287e-03
9.170000000000000000e+02,-9.382961317896842957e-03
9.180000000000000000e+02,-9.382742457091808319e-03
9.190000000000000000e+02,-9.382524527609348297e-03
9.200000000000000000e+02,-9.382301941514015198e-03
9.210000000000000000e+02,-9.382083080708980560e-03
9.220000000000000000e+02,-9.381861425936222076e-03
9.230000000000000000e+02,-9.381640702486038208e-03
9.240000000000000000e+02,-9.381421841681003571e-03
9.250000000000000000e+02,-9.381202980875968933e-03
9.260000000000000000e+02,-9.380982257425785065e-03
9.270000000000000000e+02,-9.380769915878772736e-03
9.280000000000000000e+02,-9.380553849041461945e-03
9.290000000000000000e+02,-9.380341507494449615e-03
9.300000000000000000e+02,-9.380127303302288055e-03
9.310000000000000000e+02,-9.379913099110126495e-03
9.320000000000000000e+02,-9.379700757563114166e-03
9.330000000000000000e+02,-9.379486553370952606e-03
9.340000000000000000e+02,-9.379273280501365662e-03
9.350000000000000000e+02,-9.379060938954353333e-03
9.360000000000000000e+02,-9.378845803439617157e-03
9.370000000000000000e+02,-9.378632530570030212e-03
9.380000000000000000e+02,-9.378418326377868652e-03
9.390000000000000000e+02,-9.378201328217983246e-03
9.400000000000000000e+02,-9.377988055348396301e-03
9.410000000000000000e+02,-9.377777576446533203e-03
9.420000000000000000e+02,-9.377560578286647797e-03
9.430000000000000000e+02,-9.377347305417060852e-03
9.440000000000000000e+02,-9.377133101224899292e-03
9.450000000000000000e+02,-9.376922622323036194e-03
9.460000000000000000e+02,-9.376707486808300018e-03
9.470000000000000000e+02,-9.376492351293563843e-03
9.480000000000000000e+02,-9.376277215778827667e-03
9.490000000000000000e+02,-9.376064874231815338e-03
9.500000000000000000e+02,-9.375849738717079163e-03
9.510000000000000000e+02,-9.375633671879768372e-03
9.520000000000000000e+02,-9.375423192977905273e-03
9.530000000000000000e+02,-9.375207126140594482e-03
9.540000000000000000e+02,-9.374993853271007538e-03
9.550000000000000000e+02,-9.367465041577816010e-03
9.560000000000000000e+02,-9.368702769279479980e-03
9.570000000000000000e+02,-9.369746781885623932e-03
9.580000000000000000e+02,-9.370570071041584015e-03
9.590000000000000000e+02,-9.371225722134113312e-03
9.600000000000000000e+02,-9.371705353260040283e-03
9.610000000000000000e+02,-9.372062049806118011e-03
9.620000000000000000e+02,-9.372331202030181885e-03
9.630000000000000000e+02,-9.372564032673835754e-03
9.640000000000000000e+02,-9.372571483254432678e-03
9.650000000000000000e+02,-9.372471831738948822e-03
9.660000000000000000e+02,-9.372368454933166504e-03
9.670000000000000000e+02,-9.372259490191936493e-03
9.680000000000000000e+02,-9.364767000079154968e-03
9.690000000000000000e+02,-9.366039186716079712e-03
9.700000000000000000e+02,-9.367101825773715973e-03
9.710000000000000000e+02,-9.360481984913349152e-03
9.720000000000000000e+02,-9.362461045384407043e-03
9.730000000000000000e+02,-9.364116936922073364e-03
9.740000000000000000e+02,-9.365419857203960419e-03
9.750000000000000000e+02,-9.358996525406837463e-03
9.760000000000000000e+02,-9.361139498651027679e-03
9.770000000000000000e+02,-9.362917393445968628e-03
9.780000000000000000e+02,-9.364347904920578003e-03
9.790000000000000000e+02,-9.365472011268138885e-03
9.800000000000000000e+02,-9.366357699036598206e-03
9.810000000000000000e+02,-9.367052465677261353e-03
9.820000000000000000e+02,-9.367548860609531403e-03
9.830000000000000000e+02,-9.367951191961765289e-03
9.840000000000000000e+02,-9.368132799863815308e-03
9.850000000000000000e+02,-9.368250146508216858e-03
9.860000000000000000e+02,-9.368179365992546082e-03
9.870000000000000000e+02,-9.368071332573890686e-03
9.880000000000000000e+02,-9.367966093122959137e-03
9.890000000000000000e+02,-9.367857128381729126e-03
9.900000000000000000e+02,-9.367754682898521423e-03
9.910000000000000000e+02,-9.367472492158412933e-03
9.920000000000000000e+02,-9.359933435916900635e-03
9.930000000000000000e+02,-9.361171163618564606e-03
9.940000000000000000e+02,-9.362213313579559326e-03
9.950000000000000000e+02,-9.363033808767795563e-03
9.960000000000000000e+02,-9.363684803247451782e-03
9.970000000000000000e+02,-9.364164434373378754e-03
9.980000000000000000e+02,-9.364507161080837250e-03
9.990000000000000000e+02,-9.364755824208259583e-03
