time,ci
5.820000000000000000e+02,1.199925318360328674e-01
5.830000000000000000e+02,1.199902817606925964e-01
5.840000000000000000e+02,1.199880316853523254e-01
5.850000000000000000e+02,1.199857816100120544e-01
5.860000000000000000e+02,1.199835240840911865e-01
5.870000000000000000e+02,1.199812814593315125e-01
5.880000000000000000e+02,1.199790164828300476e-01
5.890000000000000000e+02,1.199767813086509705e-01
5.900000000000000000e+02,1.199745312333106995e-01
5.910000000000000000e+02,1.199722811579704285e-01
5.920000000000000000e+02,1.199700310826301575e-01
5.930000000000000000e+02,1.199677959084510803e-01
5.940000000000000000e+02,1.199655458331108093e-01
5.950000000000000000e+02,1.199633106589317322e-01
5.960000000000000000e+02,1.199610680341720581e-01
5.970000000000000000e+02,1.199588179588317871e-01
5.980000000000000000e+02,1.199565827846527100e-01
5.990000000000000000e+02,1.199543327093124390e-01
